system,N,run,num_solutions,rewrite_time_ms,solver_time_ms,solution_translation_time_ms,conjure_solve_e2e_ms
conjure,23,4,0,3136.1462,0.0,0.0,0.0
conjure,23,5,0,2672.4026,0.0,0.0,0.0
conjure,23,6,0,2562.0105,0.0,0.0,0.0
conjure,23,7,0,2746.5679,0.0,0.0,0.0
conjure,23,8,0,2730.5865,0.0,0.0,0.0
conjure,23,9,0,2701.1603,0.0,0.0,0.0
conjure,23,10,0,2743.8624,0.0,0.0,0.0
conjure,24,1,0,2812.3281,0.0,0.0,0.0
conjure,24,2,0,3031.5559,0.0,0.0,0.0
conjure,24,3,0,2983.6397,0.0,0.0,0.0
conjure,24,4,0,2830.2354,0.0,0.0,0.0
conjure,24,5,0,2971.8927,0.0,0.0,0.0
conjure,24,6,0,2949.9025,0.0,0.0,0.0
conjure,24,7,0,2842.7654,0.0,0.0,0.0
conjure,24,8,0,2843.2303,0.0,0.0,0.0
conjure,24,9,0,3013.0443,0.0,0.0,0.0
conjure,24,10,0,2893.6178,0.0,0.0,0.0
conjure,25,1,0,3007.9273,0.0,0.0,0.0
conjure,25,2,0,2953.9415,0.0,0.0,0.0
conjure,25,3,0,3045.4619,0.0,0.0,0.0
conjure,25,4,0,3053.0475,0.0,0.0,0.0
conjure,25,5,0,2955.2272,0.0,0.0,0.0
conjure,25,6,0,2932.2505,0.0,0.0,0.0
conjure,25,7,0,2875.2171,0.0,0.0,0.0
conjure,25,8,0,3451.9894,0.0,0.0,0.0
conjure,25,9,0,2828.3217,0.0,0.0,0.0
conjure,25,10,0,2744.7489,0.0,0.0,0.0
conjure,26,1,0,2934.7874,0.0,0.0,0.0
conjure,26,2,0,3241.7486,0.0,0.0,0.0
conjure,26,3,0,3321.3365,0.0,0.0,0.0
conjure,26,4,0,2757.7195,0.0,0.0,0.0
conjure,26,5,0,2915.998,0.0,0.0,0.0
conjure,26,6,0,2941.7455,0.0,0.0,0.0
conjure,26,7,0,3260.8762,0.0,0.0,0.0
conjure,26,8,0,2908.4304,0.0,0.0,0.0
conjure,26,9,0,3142.1663,0.0,0.0,0.0
conjure,26,10,0,3146.8496,0.0,0.0,0.0
conjure,27,1,0,3105.2744,0.0,0.0,0.0
conjure,27,2,0,3202.3451,0.0,0.0,0.0
conjure,27,3,0,3319.7242,0.0,0.0,0.0
conjure,27,4,0,3032.3993,0.0,0.0,0.0
conjure,27,5,0,3352.6557,0.0,0.0,0.0
conjure,27,6,0,3139.1847,0.0,0.0,0.0
conjure,27,7,0,3312.719,0.0,0.0,0.0
conjure,27,8,0,3302.6414,0.0,0.0,0.0
conjure,27,9,0,2982.6058,0.0,0.0,0.0
conjure,27,10,0,3251.7861,0.0,0.0,0.0
conjure,28,1,0,2908.2222,0.0,0.0,0.0
conjure,28,2,0,3278.2481,0.0,0.0,0.0
conjure,28,3,0,3076.426,0.0,0.0,0.0
